onset	duration	trial_type	stim_id	choice
0.066	3.298	decision_choice	139.jpg	Ja
3.364	0.535	decision_feedback	139.jpg	Ja
16.674	2.678	decision_choice	118.jpg	Nee
19.352	0.53	decision_feedback	118.jpg	Nee
26.274	3.522	decision_choice	153.jpg	Neutraal
29.796	0.528	decision_feedback	153.jpg	Neutraal
57.465	1.295	decision_choice	414.jpg	Zeker nee
58.76	0.53	decision_feedback	414.jpg	Zeker nee
66.073	2.121	decision_choice	91.jpg	Neutraal
68.194	0.529	decision_feedback	91.jpg	Neutraal
83.673	1.411	decision_choice	410.jpg	Nee
85.084	0.53	decision_feedback	410.jpg	Nee
94.281	2.12	decision_choice	403.jpg	Nee
96.401	0.53	decision_feedback	403.jpg	Nee
103.881	1.289	decision_choice	326.jpg	Zeker ja
105.17	0.527	decision_feedback	326.jpg	Zeker ja
118.48	1.48	decision_choice	2.jpg	Zeker nee
119.96	0.529	decision_feedback	2.jpg	Zeker nee
127.089	1.688	decision_choice	32.jpg	Zeker ja
128.777	0.528	decision_feedback	32.jpg	Zeker ja
140.697	3.352	decision_choice	101.jpg	Nee
144.049	0.531	decision_feedback	101.jpg	Nee
156.296	2.602	decision_choice	29.jpg	Nee
158.898	0.532	decision_feedback	29.jpg	Nee
168.896	1.566	decision_choice	154.jpg	Nee
170.462	0.526	decision_feedback	154.jpg	Nee
182.496	2.656	decision_choice	402.jpg	Zeker nee
185.152	0.527	decision_feedback	402.jpg	Zeker nee
197.096	2.767	decision_choice	64.jpg	Nee
199.863	0.533	decision_feedback	64.jpg	Nee
208.704	2.879	decision_choice	337.jpg	Neutraal
211.583	0.529	decision_feedback	337.jpg	Neutraal
224.303	2.005	decision_choice	413.jpg	Zeker nee
226.308	0.529	decision_feedback	413.jpg	Zeker nee
252.503	1.311	decision_choice	411.jpg	Nee
253.814	0.531	decision_feedback	411.jpg	Nee
271.111	1.581	decision_choice	400.jpg	Nee
272.692	0.527	decision_feedback	400.jpg	Nee
285.711	1.86	decision_choice	213.jpg	Zeker ja
287.571	0.531	decision_feedback	213.jpg	Zeker ja
297.319	2.644	decision_choice	255.jpg	Nee
299.963	0.531	decision_feedback	255.jpg	Nee
305.927	1.458	decision_choice	404.jpg	Ja
307.385	0.525	decision_feedback	404.jpg	Ja
316.527	1.773	decision_choice	48.jpg	Nee
318.3	0.527	decision_feedback	48.jpg	Nee
327.127	3.824	decision_choice	89.jpg	Ja
330.951	0.534	decision_feedback	89.jpg	Ja
335.735	1.625	decision_choice	82.jpg	Ja
337.36	0.525	decision_feedback	82.jpg	Ja
352.335	3.761	decision_choice	8.jpg	Neutraal
356.096	0.53	decision_feedback	8.jpg	Neutraal
369.934	1.784	decision_choice	353.jpg	Zeker nee
371.718	0.525	decision_feedback	353.jpg	Zeker nee
382.534	2.407	decision_choice	69.jpg	Ja
384.941	0.535	decision_feedback	69.jpg	Ja
394.142	1.284	decision_choice	336.jpg	Ja
395.426	0.524	decision_feedback	336.jpg	Ja
411.742	2.899	decision_choice	171.jpg	Nee
414.641	0.534	decision_feedback	171.jpg	Nee
422.35	3.588	decision_choice	72.jpg	Neutraal
425.938	0.529	decision_feedback	72.jpg	Neutraal
439.95	1.942	decision_choice	34.jpg	Neutraal
441.892	0.533	decision_feedback	34.jpg	Neutraal
450.558	1.319	decision_choice	45.jpg	Nee
451.877	0.531	decision_feedback	45.jpg	Nee
469.166	2.162	decision_choice	119.jpg	Nee
471.328	0.529	decision_feedback	119.jpg	Nee
483.766	2.389	decision_choice	53.jpg	Neutraal
486.155	0.535	decision_feedback	53.jpg	Neutraal
499.374	2.948	decision_choice	65.jpg	Neutraal
502.322	0.535	decision_feedback	65.jpg	Neutraal
511.982	1.789	decision_choice	235.jpg	Nee
513.771	0.527	decision_feedback	235.jpg	Nee
528.581	1.978	decision_choice	40.jpg	Nee
530.559	0.531	decision_feedback	40.jpg	Nee
547.181	3.822	decision_choice	116.jpg	Nee
551.003	0.528	decision_feedback	116.jpg	Nee
559.781	1.735	decision_choice	24.jpg	Zeker nee
561.516	0.523	decision_feedback	24.jpg	Zeker nee
574.381	2.904	decision_choice	401.jpg	Nee
577.285	0.529	decision_feedback	401.jpg	Nee
587.98	3.354	decision_choice	74.jpg	Ja
591.334	0.53	decision_feedback	74.jpg	Ja
606.18	2.051	decision_choice	142.jpg	Ja
608.231	0.532	decision_feedback	142.jpg	Ja
617.788	3.133	decision_choice	259.jpg	Neutraal
620.921	0.534	decision_feedback	259.jpg	Neutraal
647.996	1.984	decision_choice	412.jpg	Zeker nee
649.98	0.533	decision_feedback	412.jpg	Zeker nee
663.604	2.602	decision_choice	90.jpg	Nee
666.206	0.531	decision_feedback	90.jpg	Nee
